id,created_at,original_text,clean_text,polarity
1153520579204407303,Tue Jul 23 04:21:52 +0000 2019,@gatorbol I thought that was what Snowball was for? Me want small yeti,gatorbol I thought Snowball Me want small yeti,-0.25
1153519870169849856,Tue Jul 23 04:19:03 +0000 2019,Yeti mics are so freaking big and heavy it could be a murder weapon in Clue,Yeti mics freaking big heavy could murder weapon Clue,-0.1
1153519537309937664,Tue Jul 23 04:17:43 +0000 2019,But it turns out Nano Yeti is still kind of big and also just straight-up doesn't have the gain-adjust knob anymore… https://t.co/o56IU1W9zm,But turns Nano Yeti still kind big also straight-up n't gain-adjust knob anymore… https //t.co/o56IU1W9zm,0.3
1153519535833489408,Tue Jul 23 04:17:43 +0000 2019,I've long loved Yeti mics and found out they had a new thing named Nano Yeti which appeared to be the same thing bu… https://t.co/6UQ9CNLSco,I 've long loved Yeti mics found new thing named Nano Yeti appeared thing bu… https //t.co/6UQ9CNLSco,0.2621212121212121
1153518396656377857,Tue Jul 23 04:13:11 +0000 2019,"Everything in my shopping cart right now is for the express purpose of GAMING

- me to the irs",Everything shopping cart right express purpose GAMING irs,0.2857142857142857
1153513095953649665,Tue Jul 23 03:52:07 +0000 2019,"@ladytuesday1 That's ALL I WANT, would also take seaponies or sparkles. The cast of Tales? Mimic?",ladytuesday1 That 's ALL I WANT would also take seaponies sparkles The cast Tales Mimic,0.0
1153478015470321665,Tue Jul 23 01:32:44 +0000 2019,@ladytuesday1 Yes these are starlight! They're not quite as pearlescent as the originals but they feel a little stu… https://t.co/L7iqSliLFP,ladytuesday1 Yes starlight They 're quite pearlescent originals feel little stu… https //t.co/L7iqSliLFP,-0.1875
1153429601193869317,Mon Jul 22 22:20:21 +0000 2019,@rookiewompus She received the first pair of fan-made wings I've bought! They really do look and feel like the orig… https://t.co/nqLJ2bYcJr,rookiewompus She received first pair fan-made wings I 've bought They really look feel like orig… https //t.co/nqLJ2bYcJr,0.225
1153418210781224961,Mon Jul 22 21:35:05 +0000 2019,"Sometimes I clean these horses and don't post them because they can't be restored 100%, but who can deny the elegan… https://t.co/9B7ufy9M5D",Sometimes I clean horses n't post ca n't restored 100 deny elegan… https //t.co/9B7ufy9M5D,0.3666666666666667
1153143703654899712,Mon Jul 22 03:24:17 +0000 2019,@hannahskold This is the Galaxy's Edge porg and I give it a solid 10 because it's a puppet. Some days it sells out… https://t.co/fQiJBxcDPv,hannahskold This Galaxy 's Edge porg I give solid 10 's puppet Some days sells out… https //t.co/fQiJBxcDPv,0.0
1153141928516448256,Mon Jul 22 03:17:14 +0000 2019,The last jedi https://t.co/CxX0JaRMo5,The last jedi https //t.co/CxX0JaRMo5,0.0
1153137347040403456,Mon Jul 22 02:59:02 +0000 2019,"The neighbors left a note and I saw the word ""video"" and almost had a heart attack, like I entered a parallel unive… https://t.co/oCoJpTXZkf",The neighbors left note I saw word `` video '' almost heart attack like I entered parallel unive… https //t.co/oCoJpTXZkf,0.0
1153063337967534083,Sun Jul 21 22:04:57 +0000 2019,"They just had to temper their expectations and target it to fangirls, the secret to all success let's be real",They temper expectations target fangirls secret success let 's real,0.033333333333333326
1153062368932270080,Sun Jul 21 22:01:06 +0000 2019,"This is the most niche theme park statement I've ever made but arguably Mad T Party was Halyx done again, and successfully",This niche theme park statement I 've ever made arguably Mad T Party Halyx done successfully,0.0625
1153060666330112000,Sun Jul 21 21:54:20 +0000 2019,They're getting the band back together https://t.co/FjVm25fEK1,They 're getting band back together https //t.co/FjVm25fEK1,0.0
1153058938302058496,Sun Jul 21 21:47:28 +0000 2019,@McResistor Soon,McResistor Soon,0.0
1153057079612993536,Sun Jul 21 21:40:05 +0000 2019,2 guys angrily unfollowed me for my last joke about this saying it was the same as being sexist or racist so I just thought I'd clarify,2 guys angrily unfollowed last joke saying sexist racist I thought I 'd clarify,-0.25
1153056389641564161,Sun Jul 21 21:37:20 +0000 2019,Twitch streamers don't interact,Twitch streamers n't interact,0.0
1152864378691055616,Sun Jul 21 08:54:21 +0000 2019,I wish I was as cool as this pony https://t.co/4W9XfV0UWQ,I wish I cool pony https //t.co/4W9XfV0UWQ,0.35
1152815762878238727,Sun Jul 21 05:41:10 +0000 2019,Realto Ren https://t.co/NTqlNaVAEs,Realto Ren https //t.co/NTqlNaVAEs,0.0
1152810941613920256,Sun Jul 21 05:22:01 +0000 2019,"@Hbomberguy Lawn Ornament Ren: ""...Wait I could've just picked hands? Can I still pick hands"" https://t.co/yLJYJASgnG",Hbomberguy Lawn Ornament Ren `` ... Wait I could 've picked hands Can I still pick hands '' https //t.co/yLJYJASgnG,0.0
1152809921424945152,Sun Jul 21 05:17:58 +0000 2019,Me joining the Knights of Ren as like the 9th one and becoming disillusioned as they explain that everyone has to d… https://t.co/0kQxL91Ryn,Me joining Knights Ren like 9th one becoming disillusioned explain everyone d… https //t.co/0kQxL91Ryn,0.45
1152808997348503552,Sun Jul 21 05:14:17 +0000 2019,The knight of ren that literally just has a hazing paddle as his weapon https://t.co/h7mNr355Ea,The knight ren literally hazing paddle weapon https //t.co/h7mNr355Ea,0.0
1152791178229637120,Sun Jul 21 04:03:29 +0000 2019,"Here's the panel if anyone wants to check it out, unless you're like a twitch streamer I guess https://t.co/y2cs1VQzJc",Here 's panel anyone wants check unless 're like twitch streamer I guess https //t.co/y2cs1VQzJc,0.2
1152709603718660096,Sat Jul 20 22:39:20 +0000 2019,"@CydonPrax I wish there was, I did put this behind the door in the octopus bathroom even though it's a squid https://t.co/YkKcrC1jr2",CydonPrax I wish I put behind door octopus bathroom even though 's squid https //t.co/YkKcrC1jr2,-0.4
1152708598809554944,Sat Jul 20 22:35:20 +0000 2019,Basically since the room I designated as my office is meant to be a bedroom we just kind of have Too Many Bathrooms… https://t.co/ND9ym9jvAV,Basically since room I designated office meant bedroom kind Too Many Bathrooms… https //t.co/ND9ym9jvAV,0.55
